Type,Key,Summary,Resolution Date,Open,Ready for Refinement,Investigation,Reopened,In Development,Refined,Ready for test,In Testing,Blocked,Waiting for acceptance,Done,Abandoned,,,,,,
,SOL-961,FU and Bookings Mapping to PODM: add mapping to field /pmtInf/cdtTrfTxInf/rmtInf/strd/cdtrRefInf/tp/issr,,2928.57h,,,,,,,,,,,3812.78h,,,,,,
,SOL-959,TEST TEST,7/17/25,0.00h,,,,,,,,,,6860.57h,,,,,,,
,SOL-958,[Funds Update] Wrong value added to crebit.dp.remit_trn_id,7/22/25,118.53h,,,,,,0.17h,,,,6742.43h,,,,,,,
,SOL-945,[CORE DB] Update SFI service limitations,9/9/25,0.03h,27.37h,67.13h,,0.40h,0.00h,1274.10h,,,,5564.62h,,,,,,,
,SOL-944,Update Funds Update response to TPH - 'additionalResultInf',12/11/25,0.22h,66.83h,,,22.43h,,3577.80h,,,,3335.53h,,,,,,,
,SOL-943,[PODM endpoint] Add New POST Search Endpoint to PODM REST API for Filtering by Null or Specific Parameters,2/6/26,498.67h,5.82h,,,168.90h,0.12h,4366.78h,22.50h,,,1965.57h,,,,,,,
,SOL-942,[TPH] [BB TPH IL] - Payment Order Data Manager & API automation - Update mappings,7/10/25,0.00h,,,,,,4.63h,0.00h,,,7029.20h,,,,,,,
,SOL-941,Remove TPH prod access before roll out from development team,,7055.00h,,,,,,,,,,,,,,,,,
,SOL-940,[TPH] [BB TPH IL] - Funds Update API automation - Implement positive test cases,12/23/25,0.03h,,,,1297.60h,0.00h,2716.07h,,,,3042.58h,,,,,,,
,SOL-933,[TPH] [BB TPH IL] - Booking service automation,11/3/25,0.00h,,,,,,2707.50h,120.13h,,,4249.43h,,,,,,,
,SOL-932,[CORE DB] Update TPH_FUNDS_UPDATE_OP_TYYP table,7/11/25,91.00h,2.03h,,,1.52h,0.17h,71.90h,0.03h,,,7005.88h,,,,,,,
,SOL-931,Funds update issues,8/18/25,0.00h,,524.72h,,573.02h,,,,,,6097.58h,,,,,,,
,SOL-930,Enable TPH message listener for Production,,0.02h,7198.95h,,,,0.03h,,,,,,,,,,,,
,SOL-929,[TPH] [BB TPH IL] - Funds Update API automation update certificate,7/3/25,3.15h,,,,,,,,,,7198.37h,,,,,,,
,SOL-927,Funds Update API to PODM mapping/rules updates,9/4/25,0.68h,0.02h,,,1550.40h,6.25h,,,,,5687.38h,,,,,,,
,SOL-926,Remove Archive Code from incoming payment's fee transaction unstructuredTransactionDetails,11/8/25,0.20h,2.00h,,,23.87h,167.87h,2931.02h,,,,4121.80h,,,,,,,
,SOL-925,Create a happy path test,10/13/25,0.03h,2020.72h,,,266.53h,208.82h,,,,,4728.63h,,,,,,,
,SOL-924,Integration with PODM,10/10/25,0.00h,2020.87h,,,238.72h,168.93h,,,,,4820.30h,,,,,,,
,SOL-923,Integration with TPH Payment API Gateway,10/10/25,0.10h,2020.88h,,,359.23h,48.40h,,,,,4820.32h,,,,,,,
,SOL-922,Onboard to Github,8/6/25,0.00h,5.38h,,,815.12h,49.57h,,,,,6379.77h,,,,,,,
,SOL-921,[CORR ACC API] Map and form a request based on correspondent accounting scenarios,10/7/25,0.07h,190.63h,0.28h,,386.30h,22.63h,160.60h,1560.35h,,,4898.23h,,,,,,,
,SOL-909,Risk Rules Migration,8/22/25,0.18h,160.77h,1182.72h,,,,,24.23h,,,6002.62h,,,,,,,
,SOL-904,[TPH] [BALTICS] Review possibility to check payment data on backend,7/9/25,0.02h,22.83h,,0.02h,,,,454.53h,,,7056.35h,,,,,,,
,SOL-903,Connection to MQ,,0.00h,486.17h,139.62h,,1244.50h,162.82h,,,,,,5476.97h,,,,,,
,SOL-902,Using production like data in non production environments,9/8/25,1.47h,,1939.88h,,,,,,,,5594.25h,,,,,,,
,SOL-901,[MVP] Support TPH->EAP->Qlik E2E testing,,5662.98h,,,,,,,1873.35h,,,,,,,,,,
,SOL-900,[MVP] Support TPH->EAP->GDW E2E testing,,1971.57h,,,,,,,5564.78h,,,,,,,,,,
,SOL-899,[MVP][TPH] [CONFIG] TPH log (data) retention policy and archiving,,0.20h,,7536.32h,,,,,,,,,,,,,,,
,SOL-892,[Testing] - Funds Update improvements,1/27/26,5114.98h,,232.90h,,,,,25.25h,,,2207.08h,,,,,,,
,SOL-891,update Returns to use pmtVrsn and chnlPmtVrsn,6/20/25,0.17h,1.85h,63.77h,,29.70h,,,,,,7506.92h,,,,,,,
,SOL-890,Sync FU - PODM payment object mappers,6/30/25,0.05h,,88.72h,,248.78h,,,,,,7264.97h,,,,,,,
,SOL-888,Funds Update tp PODM mapping cleanup,,5137.78h,,2465.20h,,,,,,,,,,,,,,,
,SOL-887,[CORE DB] [CORR ACC API] DB table for TPH ACCOUNTING message to transactionEventType mapping config,,0.08h,,884.58h,,,,,,,,,6718.42h,,,,,,
,SOL-886,FU PODM 404 response status processing,6/19/25,1.20h,,,,65.68h,,,,,,7538.37h,,,,,,,
,SOL-956,[ISO Exchange] Receive and store outgoing multiple camt.106.001.02 from TPH (p1),7/23/25,0.07h,743.72h,,,,0.13h,149.37h,0.00h,,,6717.07h,,,,,,,
,SOL-884,[TPH] [BB TPH IL] - Payment Order Data Manager & API automation fix,6/20/25,0.15h,,,0.00h,,,,95.80h,,,7514.62h,,,,,,,
,SOL-883,Funds Update API service Return flow update,12/30/25,2216.25h,10.12h,780.13h,,146.70h,233.62h,1008.28h,,,460.52h,2875.12h,,,,,,,
,SOL-882,[PODM API] Add new field for DP.RETURN_INDICATOR to PODM,7/8/25,258.53h,,,,154.68h,,,,,,7333.82h,,,,,,,
,SOL-881,[PODM API] Map use cases to PODM Insert / Update/ Return endpoints,,1338.40h,,1829.98h,,,,,,,,,4603.18h,,,,,,
,SOL-878,Tieto package installment (TPH Delivery 2.5.19),6/20/25,359.48h,,,,,,,,,,7510.43h,,,,,,,
,SOL-877,Fix PODM mTLS certificate DNS names in dev and test,6/5/25,0.00h,,,,16.70h,0.00h,,,,,7874.12h,,,,,,,
,SOL-876,[TPH DB] Scripted changes for valid values and schemes setup,6/9/25,0.50h,,,,111.45h,,,,,,7779.08h,,,,,,,
,SOL-875,Update FU mappings to PODM,,5429.58h,,,,,,,,,,,2465.22h,,,,,,
,SOL-874,Remove BankApp from PPTE environment,6/30/25,0.00h,522.23h,,,66.55h,48.43h,,,,,7273.25h,,,,,,,
,SOL-873,[TPH] [DEV] TPH Module availability monitoring,9/2/25,0.03h,42.83h,145.15h,,71.43h,811.48h,170.67h,937.85h,,,5734.12h,,,,,,,
,SOL-872,Remove unused Sonarqube projects,6/5/25,0.00h,5.42h,,,4.47h,44.90h,,,,,7866.68h,,,,,,,
,SOL-871,Sonarqube findings for core-payment-order-data-manager,6/13/25,0.00h,5.45h,,,162.12h,71.18h,,,,,7682.78h,,,,,,,
,SOL-870,Sonarqube findings for core-funds-update,6/6/25,0.00h,5.48h,,,20.95h,45.80h,,,,,7849.38h,,,,,,,
,SOL-868,[TPH] [DEV] TPH Module resource monitoring,9/2/25,0.13h,43.15h,269.97h,,522.43h,264.90h,74.37h,1129.98h,,,5734.17h,,,,,,,
,SOL-867,[End-to-End testing] - Bookings Service,,24.00h,,8015.32h,,,,,,,,,,,,,,,
,SOL-866,Create State Sync andromeda application in TPHB IL,6/11/25,0.13h,124.83h,,,147.18h,45.32h,,,,,7723.68h,,,,,,,
,SOL-865,[PODM API RETURN] Add new status requirement to PODM API Return endpoint,7/1/25,0.00h,262.70h,,,432.15h,233.72h,,,,,7250.37h,,,,,,,
,SOL-864,[TPH] [BB TPH IL] - Funds Update API automation - Initial setup,7/9/25,66.48h,,,,,,,934.18h,,,7156.72h,,,,,,,
,SOL-863,Payment API Gateway cannot connect to DB on Prod,,0.00h,289.07h,,,1.35h,377.85h,,,,,,7537.12h,,,,,,
,SOL-861,Remove bankapp from production,6/5/25,0.50h,291.83h,,,2.68h,45.20h,,,,,7868.53h,,,,,,,
,SOL-960,[ISO-exchange] Incoming camt.056 is not related to original message when received via another service,7/28/25,0.13h,1364.87h,,,24.72h,0.22h,124.60h,116.95h,,,6600.03h,,,,,,,
,SOL-859,Tieto package installment (TPH Delivery 2.5.18 Patch 02),5/21/25,0.02h,,,,4.73h,,,,,,8229.30h,,,,,,,
,SOL-858,[TPH] Disable user creation through Flyway,,0.00h,0.23h,,,0.37h,161.88h,,,,,,8089.75h,,,,,,
,SOL-857,[CORE DB] Add new ERROR_CODE to CORE DB,6/19/25,242.88h,0.00h,,,0.10h,264.55h,190.35h,24.22h,,,7534.15h,,,,,,,
,SOL-856,Add Incoming and Outgoing Return payment types for Transit Bank to Bank,5/20/25,0.12h,,19.42h,,,,,,,,8256.13h,,,,,,,
,SOL-855,[TPH] add additional information to TPH prod Jenkins pipeline,5/23/25,0.00h,25.38h,,,5.73h,65.45h,,,,,8181.15h,,,,,,,
,SOL-854,Make IWH data mapping for Qlik to consume,1/28/26,581.60h,,2514.97h,,192.60h,,,2879.60h,,,2184.27h,,,,,,,
,SOL-853,[TPH] [DEV] develop worker-tphb-monitoring-b app,,0.00h,,671.30h,,,,,,,,,7701.37h,,,,,,
,SOL-852,Customer Payment Initiation (Outward Credit Transfer) V2 API - Raw Message data serialization bug,,8373.90h,,,,,,,,,,,,,,,,,
,SOL-850,Bookings service web client for exception case processing,11/11/25,1969.33h,,2352.85h,,,,,,,,4056.45h,,,,,,,
,SOL-849,Funds Update API service to consume Accounts API getAccountBalance endpoint,5/29/25,0.00h,126.50h,0.20h,,141.12h,71.50h,,,,,8039.57h,,,,,,,
,SOL-848,"When Funds Update CRE, set forceDebitAllowed to TRUE for fee transaction",5/15/25,0.17h,,,,2.77h,19.03h,0.07h,,,,8376.58h,,,,,,,
,SOL-847,bpcs/core-namecheck vulnerabilities,5/21/25,2.75h,0.00h,,,163.33h,22.57h,,,,,8233.80h,,,,,,,
,SOL-846,[CORE DB] SYSGLOBAL parameter PROSCAN_NEW_APPID_STAR change to past date,6/25/25,0.03h,1034.62h,0.00h,,,,,0.00h,,,7391.42h,,,,,,,
,SOL-845,Funds Update API service is able to consume Position Keeping API getTransaction endpoint,12/23/25,0.03h,4.83h,3625.37h,,217.28h,18.22h,1323.85h,119.50h,,,3045.60h,,,,,,,
,SOL-844,[PPTE] [PROD] Change configuration for reference data upload to TPH,8/22/25,0.00h,,,,2115.20h,18.35h,,264.97h,,,5998.65h,,,,,,,
,SOL-842,Tieto package installment (TPH Delivery 2.5.18 Patch 01.1),5/8/25,2.77h,,,,,,,,,,8538.63h,,,,,,,
,SOL-839,PODM: remove update endpoint idempotency,,0.00h,0.45h,,,,220.00h,,,,,,8349.53h,,,,,,
,SOL-838,Funds update: remove MDM account,12/29/25,0.00h,1.10h,,,,5665.70h,,,,,2903.25h,,,,,,,
,SOL-837,Funds update: remove MDM client,5/8/25,0.07h,0.98h,,,21.73h,,,,,,8547.33h,,,,,,,
,SOL-833,[TPH DB] Script for tsp_valid_value and tsp_bank_valid_value full set-up,,8613.88h,,,,,,,,,,,,,,,,,
,SOL-831,PODM hazelcast configuration for prod,5/14/25,142.12h,,,,28.25h,,164.47h,,,,8401.60h,,,,,,,
,SOL-828,[TPH] Valid values in TPH to use payment xsd 009 version,5/15/25,0.02h,0.10h,,,73.22h,308.20h,,,,,8374.67h,,,,,,,
,SOL-827,[TPH][IL] Upgrade applications to new payment xsd 009 version (Kafka),6/2/25,0.00h,0.20h,,,221.48h,163.00h,361.32h,71.93h,,,7938.42h,,,,,,,
,SOL-826,Add feature flags to payment types,5/6/25,0.28h,4.90h,,,144.83h,17.27h,,,,,8594.40h,,,,,,,
,SOL-824,Tieto package installment (TPH Delivery 2.5.18 Patch 01),4/28/25,0.02h,,,,3.58h,,,,,,8780.40h,,,,,,,
,SOL-1135,[CORE DB] Archiving improvement for TPH payments records in table CREBIT.DP,,3666.40h,1.27h,,,100.00h,0.00h,,,,,,5083.03h,,,,,,
,SOL-806,[TPH][IL]Migrate Funds Update call from XML payload to JSON,,0.02h,125.65h,,,,307.15h,,,,,,8448.55h,,,,,,
,SOL-805,[TPH DB] Scripted changes to scheme set-up,5/7/25,0.28h,,,,312.95h,,,,,,8568.15h,,,,,,,
,SOL-804,[TPH][IL]Migrate Account Check call from XML payload to JSON,,0.00h,125.67h,,,,307.13h,,,,,,8448.55h,,,,,,
,SOL-803,[TPH][IL] Upgrade applications to new payment xsd 009 version,5/30/25,0.07h,125.53h,,,0.00h,218.47h,139.58h,0.00h,,383.50h,8014.37h,,,,,,,
,SOL-802,[CORE DB] Update OP_MAKSUAINE for OP_ID 6TPR and 7TPR,5/15/25,0.63h,,,,1.35h,0.00h,520.50h,0.00h,,,8354.30h,,,,,,,
,SOL-801,Rollover ADFS certificates in PROD,5/13/25,121.57h,,,,28.87h,333.87h,,,,,8396.43h,,,,,,,
,SOL-800,Tieto package installment (TPH Delivery 2.5.18),5/6/25,42.45h,,,,293.32h,,,,,,8588.47h,,,,,,,
,SOL-798,[TPH] [PODM] [Enhancement]Please add error message to response of the endpoints,5/26/25,166.57h,0.23h,,,19.67h,,744.65h,4.67h,,,8109.07h,,,,,,,
,SOL-832,[CORE DB] Provide TPH payment reversal information in MT950,2/3/26,0.08h,163.88h,,,167.75h,0.13h,1292.03h,428.95h,,,7013.30h,,,,,,,
,SOL-795,Use available balance for Vostro account if Force Fund functionality used,4/22/25,0.33h,,0.25h,,117.23h,19.67h,,,,,8930.52h,,,,,,,
,SOL-793,Secure Access to TPH DB,4/15/26,8086.07h,,699.50h,,,,,,,,332.13h,,,,,,,
,SOL-792,update models for PODM GET DP.ID response and PODM Update payment request,6/30/25,20.22h,54.65h,1272.93h,,497.93h,0.33h,,,,,7272.88h,,,,,,,
,SOL-791,[TPH] [CONFIG] Production TPH module loglevel,5/14/25,72.18h,72.17h,,,215.05h,263.03h,,165.82h,,0.00h,8399.77h,,,,,,,
,SOL-790,getBalanceInfo endpoint,4/14/25,0.00h,0.62h,,,80.43h,17.38h,,,,,9114.25h,,,,,,,
,SOL-789,Testing instructions for Swedbank Gateway team,7/21/25,2446.93h,,,,,,,,,,6769.78h,,,,,,,
,SOL-788,Testing instructions for OpenBank team,7/21/25,2446.93h,,,,,,,,,,6769.80h,,,,,,,
,SOL-786,[PODM Scenarios] Service is able to identify payment scenario based on received payment message,10/20/25,0.03h,7.52h,3840.70h,,503.90h,305.28h,,,,,4585.58h,,,,,,,
,SOL-784,Position Keeping API - unstructuredTransactionDetails – repeals,4/16/25,0.32h,,50.72h,,124.05h,18.87h,,,,,9069.85h,,,,,,,
,SOL-783,Restrict using Credit line on Vostro account,4/22/25,0.05h,51.17h,1.03h,,260.90h,20.38h,,,,,8931.33h,,,,,,,
,SOL-782,[TPH] [DEV] introduce additional monitoring cases in Funds update API application,,0.00h,,9279.97h,,,,,,,,,,,,,,,
,SOL-781,Implement processing flow for Funds Update service Cancel flow,5/8/25,0.18h,143.52h,16.85h,,191.47h,198.58h,185.18h,,,,8546.15h,,,,,,,
,SOL-780,[PODM API] Service is able to consume PODM Return a Payment endpoint,7/2/25,0.00h,120.18h,1890.95h,,1.37h,5.13h,,,,,7219.28h,,,,,,,
,SOL-779,[PODM API] Service is able to consume PODM Update Payment endpoint,7/2/25,0.02h,120.18h,1890.98h,,1.62h,3.50h,,,,,7220.67h,,,,,,,
,SOL-778,[API integration] FundsUpdate - PODM RETURN request integration,6/20/25,1558.48h,0.50h,,,205.12h,2.87h,,,,,7518.15h,,,,,,,
,SOL-777,[API integration] FundsUpdate - PODM UPDATE request integration,6/19/25,1558.48h,20.20h,,,169.13h,,,,,,7537.30h,,,,,,,
,SOL-776,[API integration] FundsUpdate - PODM CANCEL request integration,6/12/25,1534.77h,0.00h,,,48.23h,,,,,,7702.15h,,,,,,,
,SOL-775,[PODM API] Service is able to consume PODM Insert new payment endpoint,7/2/25,0.03h,120.18h,1891.47h,,3.93h,0.02h,,,,,7221.82h,,,,,,,
,SOL-774,[PODM API] Service is able to consume PODM GET DP.ID endpoint,5/29/25,0.22h,161.65h,746.20h,,1.07h,361.02h,,,,,8039.53h,,,,,,,
,SOL-773,[CORR ACC API] Service is able to consume Correspondent Accounts API reverse transactions endpoint,,0.00h,1.95h,858.88h,,,,,,,,,8425.15h,,,,,,
,SOL-771,[Onboarding] BPAY developers into TPH release procedures,,9356.07h,,,,,,,,,,,,,,,,,
,SOL-770,"[Onboarding] IT Maintenance team - TPH UI, TPH DB",,4866.97h,,2880.75h,16.70h,,,,,,,1591.80h,,,,,,,
,SOL-767,Decommissioning of M disk,7/28/25,1480.92h,149.18h,384.00h,,669.60h,116.08h,0.30h,,,,6602.25h,,,,,,,
,SOL-766,[MVP] Create ILM reports for TPH pending payments in Qlik,,1728.57h,,3097.55h,,4510.52h,,,0.00h,,,,,,,,,,
,SOL-765,ECP Reports for payments processed in TPH in Qlik,9/29/25,1683.47h,,2636.43h,,,,,,,,5088.80h,,,,,,,
,SOL-764,Replacing Core reports for payment operations in Qlik,9/30/25,1683.55h,,2661.28h,,,,,,,,5063.92h,,,,,,,
,SOL-762,Synchronized TPH configuration from PROD to PPTE,,8397.97h,,1031.73h,,,,,,,,,,,,,,,
,SOL-1098,[CORE DB] Cleanup from not used sysglobal parameters,10/1/25,71.80h,71.60h,3359.17h,,6.98h,398.25h,480.07h,2.13h,,,5039.77h,,,,,,,
,SOL-794,[SEPA EXCHANGE] Use new appid in ProScan request for cross-border SEPA,5/12/25,72.40h,96.57h,0.00h,0.73h,164.27h,25.33h,313.47h,0.12h,,,8733.18h,,,,,,,
,SOL-787,[CORE DB] Introduce PROSCAN_NEW_APPID_START to sysglobal,4/17/25,6.43h,162.65h,,,1.17h,41.55h,168.95h,0.00h,,,9049.47h,,,,,,,
,SOL-758,[Pre-Prod] Work transformation - Duties Handower,,26.88h,,9404.92h,,,,,,,,,,,,,,,
,SOL-757,Onboard into github actions,,9432.67h,,,,,,,,,,,,,,,,,
,SOL-756,Analyse enabling daily transaction report in TPH PROD,9/29/25,3026.75h,,1055.82h,,,,,,,263.03h,5088.25h,,,,,,,
,SOL-755,Order the Sterling job for PROD,1/28/26,3173.00h,,499.95h,,,,,3576.83h,,,2184.08h,,,,,,,
,SOL-754,Order the Sterling job for PPTE,9/18/25,0.97h,,1456.85h,,631.22h,,,2015.30h,,0.00h,5353.50h,,,,,,,
,SOL-752,[CONF] TPH to FU configuration path update,5/9/25,0.00h,,192.42h,,719.05h,,,,,,8522.68h,,,,,,,
,SOL-825,[ISO EXCHANGE] Use new appid in ProScan request for cross-border payments,6/3/25,9.03h,96.85h,67.70h,,289.15h,189.63h,745.50h,114.37h,,,7922.47h,,,,,,,
,SOL-750,"Payment Order Data Manager & API - update, conditions are not implemented",4/24/25,370.98h,,,,159.98h,,21.25h,25.32h,,,8876.23h,,,,,,,
,SOL-749,"Wow: TPH Integration layer maintenance (APIs, MQ, SSL cert, password mngmnt in cyberark, url path updates)",3/17/26,8422.45h,,,,,,,,,,1031.42h,,,,,,,
,SOL-748,"Payment Order Data Manager & API - update, some fields are mandatory, but should not to be",4/22/25,371.05h,,,,10.83h,,144.32h,0.02h,,,8927.63h,,,,,,,
,SOL-746,Wow: TPH patches/ packages & configuration deployment (installation in all env),3/17/26,8422.45h,,,,,,,,,,1031.53h,,,,,,,
,SOL-745,[TPH DB] Scripted changes to scheme set-up and valid values,4/1/25,28.67h,,,,0.72h,,,,,,9429.60h,,,,,,,
,SOL-744,[SmartPay][CORE DB] New transaction event types for TPH accounting transactions,6/23/25,115.30h,171.43h,1680.77h,,44.02h,0.00h,6.82h,89.63h,,,7442.28h,,,,,,,
,SOL-735,[MVP][TPH DB][Unions] Update scripts for Unions in TPH,12/10/25,5126.48h,194.47h,,,24.75h,833.73h,3.88h,0.32h,,,3356.52h,,,,,,,
,SOL-734,Add API documentation to wiki,4/10/25,0.00h,138.42h,,,,199.37h,,,,,9210.17h,,,,,,,
,SOL-733,"Payment Order Data Manager & API - Return payment, do not update data",4/17/25,186.93h,,,,,,316.03h,0.00h,,,9046.43h,,,,,,,
,SOL-732,[TPH] [CONFIG] GDPR compliant logging in TPH,,4.53h,,790.18h,,,,,,,,,8756.45h,,,,,,
,SOL-729,[CypressHill] [TEST SAA] [PROD SAA] Create message partner in SAA for Incoming MT910 copy routing to TPH],5/20/25,1128.45h,,,,,,168.05h,,,,8258.38h,,,,,,,
,SOL-727,Set additional JSON fields Mandatory,4/23/25,16.52h,0.00h,,,,486.90h,162.47h,0.00h,,,8904.38h,,,,,,,
,SOL-726,[MVP][TPH DB] Execute script for adding Bank Accounts to TPH from FP app,4/21/26,5757.57h,501.08h,3.55h,,915.58h,145.15h,21.10h,2036.93h,,,190.35h,,,,,,,
,SOL-725,"[MVP] [TPH DB] Create script for agent charges (prices, agreements) based on FP setup",4/21/26,5850.08h,263.38h,1997.42h,,,313.10h,1029.10h,,,,190.33h,,,,,,,
,SOL-724,Payment Order Data Manager & API - mandatory/optional fields and tags not as requested,4/23/25,145.93h,,,,320.37h,,205.03h,,,,8904.47h,,,,,,,
,SOL-723,[TPH DB] Scripted changes to scheme and NOBOOK mechanism set-up,3/26/25,0.00h,,,,4.43h,,,,,,9574.47h,,,,,,,
,SOL-722,[TPH] [DEV] introduce additional monitoring cases in Namecheck API application,,0.03h,,9592.62h,,,,,,,,,,,,,,,
,SOL-721,[TPH] [DEV] introduce additional monitoring cases in AccountCheck API application,,0.00h,,9594.67h,,,,,,,,,,,,,,,
,SOL-720,Create payment in TPH using PAGW Payment Initiation endpoint,4/7/25,18.68h,5.13h,,,240.10h,71.65h,,,,,9283.55h,,,,,,,
,SOL-719,Authorization: Integrate Payment initiator with TPH PAGW Access Token endpoint,4/7/25,18.72h,4.90h,,,311.47h,0.50h,0.00h,,,,9283.55h,,,,,,,
,SOL-717,[CypressHill] [PROD] Activate message partner in SAA for Incoming MT910 copy routing to TPH,,9696.32h,,,,,,,,,,,,,,,,,
,SOL-713,"[TPH] [BB TPH IL] - Analyses, possibility to get payments to TPH",5/14/25,1002.70h,,0.00h,,335.90h,,,,,,8402.52h,,,,,,,
,SOL-712,[TPH] [BB TPH IL] - Payment Order Data Manager & API automation,6/11/25,150.53h,,,,,,,1859.60h,,,7731.10h,,,,,,,
,SOL-711,[TPH] [BB TPH IL] - Scheduling automation to run in Jenkins and adding reporting,3/25/25,116.80h,,,,,,,25.38h,,,9599.12h,,,,,,,
,SOL-710,[MVP][TPH DB][Bank corr types] SSI export from FP to TPH,4/21/26,5429.67h,311.10h,1097.15h,,120.73h,192.37h,21.05h,2381.62h,,,190.37h,,,,,,,
,SOL-709,[SDTPS-5305] [TPH][BALTICS] Sanction screening of incoming pacs.009COV to own BIC,12/11/25,1751.40h,,1816.73h,,,,965.83h,45.42h,,1847.18h,3335.82h,,,,,,,
,SOL-708,[SDTPS-5300] [TPH][BALTICS] Avoid FundsUpdate with future value date,,9765.40h,,,,,,,,,,,,,,,,,
,SOL-707,Payment Order Data Manager & API Testing preparation,4/23/25,0.03h,,,,26.17h,69.50h,862.85h,,,,8904.35h,,,,,,,
,SOL-705,[APIs] Funds Update API and Account check API has increased number of errors,3/18/25,0.12h,,1.42h,,141.82h,,,,,,9769.32h,,,,,,,
,SOL-704,[MVP][TPH][DEV] TPH Operation monitoring cases,,0.12h,,6885.87h,,2374.78h,,,,,,,719.07h,,,,,,
,SOL-695,Tieto package installment (TPH Delivery 2.5.17),3/14/25,0.08h,,,,175.55h,,,0.00h,,,9857.12h,,,,,,,
,SOL-736,Update IT Recovery Plan (W670),12/19/25,2348.12h,,,,4565.07h,,,,,,3139.10h,,,,,,,
,SOL-1133,[CORE DB][TPH DB] Create roll-back solution,3/5/26,163.63h,938.42h,1873.33h,,5203.42h,71.40h,55.67h,,360.78h,,1314.48h,,,,,,,
,SOL-692,Move PODM to w991 Service offering,1/27/26,7847.07h,,,,,,,,,,2207.23h,,,,,,,
,SOL-691,[SDTPS-4553] [TPH][BALTIC][OUT] Payment initiation raw-message API request's attributes,,10077.12h,,,,,,,,,,,,,,,,,
,SOL-690,[SDTPS-4617] [TPH][BALTICS][OUT]Distributed tracing support in TPH,,10077.13h,,,,,,,,,,,,,,,,,
,SOL-689,[SDTPS-4882] [TPH][BALTICS][OUT] Use original debit date for outgoing customer payment value date calculation,,10077.15h,,,,,,,,,,,,,,,,,
,SOL-688,[2][SDTPS-4233] [TPH][BALTICS] Incoming Return to use FundsUpdate CRE,,1126.03h,26.08h,1.17h,,,,378.25h,1208.92h,,7336.73h,,,,,,,,
,SOL-687,[SDTPS-4981] [TPH][BALTICS] Retain NOST/SUSP used in ACCOUNTING Payload,,1126.95h,,,,,,,,,,,8950.30h,,,,,,
,SOL-686,[SDTPS-5064] [TPH] [BALTICS] Use externalCustomerReference (TRAN reference) from FundsUpdate response,6/27/25,2497.02h,26.52h,41.85h,,18.77h,147.85h,,,,,7345.25h,,,,,,,
,SOL-685,Dashboards improvements for TPH integration layer applications,3/24/25,0.77h,314.17h,,,143.50h,0.18h,,,,,9619.70h,,,,,,,
,SOL-684,"[IT Maintenance] Additional grants for TPH DB configuration PPTE, PROD",10/20/25,0.03h,626.47h,4582.42h,,1.92h,215.75h,94.05h,0.13h,,,4580.68h,,,,,,,
,SOL-683,PODM API Responses Review,4/25/25,0.58h,5.88h,,,28.60h,41.83h,1176.67h,,,,8852.37h,,,,,,,
,SOL-682,Implement idempotency in PODM to prevent multiple records creation due to retries,4/3/25,1.07h,5.78h,,,459.52h,210.02h,25.43h,22.70h,,,9381.87h,,,,,,,
,SOL-681,"Stop forwarding pacs.009 in favor of us, in case of remittance info",3/17/25,0.08h,0.92h,,,1.45h,,210.58h,124.75h,,,9787.42h,,,,,,,
,SOL-696,[MVP][TPH][CONFIG] Onboarding to LMI,,0.07h,,10195.60h,,,,,,,,,,,,,,,
,SOL-680,[NoTesting] Develop Payment Order Data Manager client and model,3/4/25,0.20h,,,,92.02h,,,,,,10105.53h,,,,,,,
,SOL-679,Rollover ADFS certificates in test environments,3/6/25,0.00h,99.77h,,,23.30h,22.93h,,,,,10053.40h,,,,,,,
,SOL-678,[TPH] [BB TPH IL] - Namecheck Check REST API Test automation,3/20/25,0.00h,,,,,,308.58h,192.63h,,,9719.48h,,,,,,,
,SOL-677,Setup PROD environment for Payment Order Data Manager,3/24/25,0.02h,24.48h,,,648.43h,0.97h,,,,,9617.93h,,,,,,,
,SOL-676,Setup PROD environment for Funds Update API,3/6/25,0.07h,24.45h,,,207.87h,0.98h,,,,,10058.48h,,,,,,,
,SOL-674,[TPH] [BB TPH IL] - Account Check REST API Test automation,3/12/25,0.02h,17.07h,,,,0.03h,220.92h,283.60h,,,9912.12h,,,,,,,
,SOL-673,[TPH] Sonar fixes/improvements,2/24/25,0.00h,4.23h,,,71.22h,70.62h,,,,,10293.30h,,,,,,,
,SOL-672,[PODM POST] Add value to CREBIT.DP.COMPANY_CODE when inserting new payment by POST endpoint (insert and return endpoints),4/25/25,17.30h,6.23h,,,112.98h,25.67h,1444.23h,,,,8852.38h,,,,,,,
,SOL-697,[TPH] [DEV] TPH MQ monitoring,8/14/25,0.02h,697.48h,3045.47h,,487.50h,65.70h,0.00h,1.67h,,,6185.23h,,,,,,,
,SOL-671,[PODM JSON] Make PODM JSON changes,4/25/25,17.83h,6.15h,,,407.85h,137.83h,1037.23h,,,,8852.33h,,,,,,,
,SOL-670,[TPH] Update TPH configuration - error channel,7/11/25,0.02h,97.60h,,,24.77h,24.47h,3377.32h,,,,7008.63h,,,,,,,
,SOL-743,Participate in a whitelisting meeting and get approval from the BARCC group,,10536.85h,,,,,,,,,,,,,,,,,
,SOL-742,Send in General VPN Request via SNAP,,10536.85h,,,,,,,,,,,,,,,,,
